dt,feedback_text_en
2019-05-01,"The large selection, the fast shipping and diffuse product description are fun."
2019-03-27,"Hello, Can you please tell me the final invoice / credit amount? After all the returns have been processed, I got three emails but not the final amounts or two times xxxx30 which can not be, because I have sent all items except one, worth 63.- CHF back. Final amount should be 70.- including shipping and should actually be covered with the voucher. Thank you for your reply. Yours sincerely, xxx"
2019-04-05,Return label is not included - shoes are too tight - please transfer a return label to me so that I can give you back that. Many Thanks. Greetings xxx
2019-03-17,Why was my order stoned?
2019-05-02,Nice shirt and fast delivery.
2019-04-01,"Good day, I have already received the 2Mahnung but have already paid the bill long ago. The order number would be xxx The amount I pay must be 32 francs. Best regards xxx"
2019-04-12,"Dear Mr. xxx, your answer was not very helpful. As I already communicated to xxx in my first message, xxx made a mistake in the delivery address of the second part delivery. There is no packing station xxx in xxx, according to delivery address on my order everything should go to the packing station xxx in the xxxxxxxxxx x, xxx. I think xxx has made a mistake in the delivery address of the second partial delivery. xxx why I can not pick up the package and will never be able to. Could you please have me deliver the parcel to the correct address, which was also stated in the order? Actually, I need the delivery by Tuesday at the latest for a wedding, but it looks like it will not work anymore. It&#39;s a pity, although I kindly informed xxx in good time about her mistake. Sincerely, xxx"
2019-03-29,"Hello, Today I received a payment reminder for the item xxx with the order number xxx. Unfortunately, I did not receive this article. Therefore, I ordered the shoe under the order number xxx again. Unfortunately, he does not fit and therefore I sent him back. But I only got the pumps once. The order with the number xxx did not arrive with me. Can you see in your systems where this order has remained xxx? Yours sincerely xxx"
2019-05-03,"Actually, I am always super satisfied! But the two listed articles still have not arrived and I am asked for feedback for them."
2019-04-01,"Hello, please send me a return label for the shoes for the Outfitter return shipment. Many Thanks. Sincerely, xxx"
2019-04-09,"Hello together For this order is still an open invoice amount of 29.95 € Article no. xxxxxl00l-Q11 Bumblebee first seamless bra - this was according to my shipment tracking number already delivered to you or your partner! I ask for clarification and confirmation of the return! For this order I can gladly let you have the shipment tracking numbers. I ask for clarification as soon as possible, because otherwise you lock the payment option bill, just because your partners always need forever with the retoucher Thank you xxx xxx"
2019-04-12,"I did not receive the package! The description says that the delivery was rejected, which is not true! None of us was at home and we did not get a pick-up ticket! I am very disappointed!"
2019-03-27,"Dear Ladies and Gentlemen. Unfortunately, the pants on the rear back pocket (left) incalculable yellow spots. The pants were sealed by them and was not worn by me so it must have happened before. I am a bit disappointed because something like this has never happened before and I would have expected a different quality from a trouser of 40 €. How do I proceed now? I am happy to send you photos as well. Yours sincerely"
2019-04-22,"Dear Ladies and Gentlemen, Today I received the above mentioned goods. Unfortunately, when I unpacked, I discovered that the T-shirt has two small stains. This is a grease stain and a bruise - presumably from the pen. I ask for short-term feedback on how to proceed. Sincerely, xxx"
2019-03-21,"The second package, which is delivered with hermes and there are problems ONLY. Already had the first package (delivery) a complaint to the customer service of Hermes. The next day, the package was suddenly there - (Shipping time: 6 days) This package can not be delivered suddenly, probably because the driver had no desire to deliver. It&#39;s the same address since the last 10 orders with you, whether it&#39;s my girlfriend&#39;s order or me. Everything arrived, since you switched to hermes, nothing works properly. That&#39;s what 7 people say that I know very well. I need this order until next Tuesday xxx. Especially, I do not know why I can only order xxx ... is there an explanation here, too? LG xxx"
2019-04-23,"I got a reminder. However, the shipment was already returned on 9.4.19 completely by me. According to shipment tracking DHL, the shipment was on 11.4. delivered to you. Please check the process so that dunning fees will not be charged. Thanks in advance xxx"
2019-04-18,I have washed the top once and the font is directly gone the xxxeifen are also xxx that can not be that I have to pay for a top part 35euro but if you wash it once all the writing disappears what else can you do please report yourself
2019-03-17,"Hello, I have charged my balance and please pay my order with the number xxx (xxx 41.56 EUR) of it. Thank you. xxx"
2019-03-17,"xxx, on 01.03.xxxx I have the amount over xxxx88 € transferred to xxx. From the order xxx I returned an article (Naketano-Hoodie stormy sea melange, 44,99 €). Thus, the bill is settled. In my xxx account, the return receipt is confirmed, so I kindly ask you to withdraw the reminders and stop the claims, otherwise I will forward the case to my lawyer. I am a longtime customer of xxx and mostly satisfied with the goods and delivery, however, I am increasingly disappointed and dissatisfied with the payment and returns processing in their company, since this incident is not the first. I hope they will handle the incident in a timely manner and remain with kind regards, xxx"
2019-03-17,"Hello, the whole goods went back. The shih did not fit and instead of the jacket came a pair of jeans. Please check, as unfortunately the order history does not show that the goods have been sent back. Sincerely, xxx"
2019-03-17,"I can not request a copy of the bill, it is up to me to contact you. I ask for help."
